l0_norm,l2_norm,linf_norm,ssim,psnr,query_count,attack_time,success
0,0.0,0.0,1.0,inf,0,0.005985260009765625,True
0,0.0,0.0,1.0,inf,0,0.0058519840240478516,True
0,0.0,0.0,1.0,inf,0,0.004420280456542969,True
0,0.0,0.0,1.0,inf,0,0.004999876022338867,True
0,0.0,0.0,1.0,inf,0,0.0046427249908447266,True
0,0.0,0.0,1.0,inf,0,0.004372358322143555,True
0,0.0,0.0,0.0,0.0,0,0.0,False
0,0.0,0.0,1.0,inf,0,0.006064414978027344,True
0,0.0,0.0,0.0,0.0,0,0.0,False
0,0.0,0.0,1.0,inf,0,0.004863262176513672,True
0,0.0,0.0,1.0,inf,0,0.003793954849243164,True
0,0.0,0.0,1.0,inf,0,0.004000663757324219,True
0,0.0,0.0,1.0,inf,0,0.0030012130737304688,True
0,0.0,0.0,1.0,inf,0,0.004193782806396484,True
0,0.0,0.0,1.0,inf,0,0.0052585601806640625,True
0,0.0,0.0,1.0,inf,0,0.005552530288696289,True
0,0.0,0.0,1.0,inf,0,0.004831075668334961,True
0,0.0,0.0,1.0,inf,0,0.00500035285949707,True
0,0.0,0.0,1.0,inf,0,0.006325244903564453,True
0,0.0,0.0,1.0,inf,0,0.004601001739501953,True
0,0.0,0.0,0.0,0.0,0,0.0,False
0,0.0,0.0,1.0,inf,0,0.005293369293212891,True
0,0.0,0.0,0.0,0.0,0,0.0,False
0,0.0,0.0,1.0,inf,0,0.005063295364379883,True
0,0.0,0.0,1.0,inf,0,0.0052869319915771484,True
0,0.0,0.0,1.0,inf,0,0.004741191864013672,True
0,0.0,0.0,1.0,inf,0,0.004511117935180664,True
0,0.0,0.0,1.0,inf,0,0.006399631500244141,True
0,0.0,0.0,1.0,inf,0,0.005004167556762695,True
0,0.0,0.0,1.0,inf,0,0.004757404327392578,True
0,0.0,0.0,1.0,inf,0,0.005000114440917969,True
0,0.0,0.0,1.0,inf,0,0.006000518798828125,True
0,0.0,0.0,1.0,inf,0,0.0059506893157958984,True
0,0.0,0.0,1.0,inf,0,0.00519871711730957,True
0,0.0,0.0,1.0,inf,0,0.004350423812866211,True
0,0.0,0.0,1.0,inf,0,0.006095409393310547,True
0,0.0,0.0,1.0,inf,0,0.004998445510864258,True
0,0.0,0.0,1.0,inf,0,0.005927085876464844,True
0,0.0,0.0,1.0,inf,0,0.006038188934326172,True
0,0.0,0.0,0.0,0.0,0,0.0,False
0,0.0,0.0,1.0,inf,0,0.00427556037902832,True
0,0.0,0.0,1.0,inf,0,0.005460977554321289,True
0,0.0,0.0,1.0,inf,0,0.004582405090332031,True
0,0.0,0.0,1.0,inf,0,0.00490117073059082,True
0,0.0,0.0,1.0,inf,0,0.004781961441040039,True
0,0.0,0.0,1.0,inf,0,0.007143735885620117,True
0,0.0,0.0,1.0,inf,0,0.007175922393798828,True
0,0.0,0.0,1.0,inf,0,0.0057413578033447266,True
0,0.0,0.0,1.0,inf,0,0.006513357162475586,True
0,0.0,0.0,1.0,inf,0,0.005913972854614258,True
0,0.0,0.0,1.0,inf,0,0.006525993347167969,True
0,0.0,0.0,1.0,inf,0,0.005063295364379883,True
0,0.0,0.0,1.0,inf,0,0.009226560592651367,True
0,0.0,0.0,0.0,0.0,0,0.0,False
0,0.0,0.0,1.0,inf,0,0.006341218948364258,True
0,0.0,0.0,1.0,inf,0,0.005999565124511719,True
0,0.0,0.0,0.0,0.0,0,0.0,False
0,0.0,0.0,1.0,inf,0,0.006136894226074219,True
0,0.0,0.0,1.0,inf,0,0.0048329830169677734,True
0,0.0,0.0,1.0,inf,0,0.004845142364501953,True
0,0.0,0.0,1.0,inf,0,0.005186796188354492,True
0,0.0,0.0,1.0,inf,0,0.005929470062255859,True
0,0.0,0.0,1.0,inf,0,0.004000425338745117,True
0,0.0,0.0,1.0,inf,0,0.004999399185180664,True
0,0.0,0.0,1.0,inf,0,0.006000041961669922,True
0,0.0,0.0,1.0,inf,0,0.004001140594482422,True
0,0.0,0.0,1.0,inf,0,0.005357503890991211,True
0,0.0,0.0,1.0,inf,0,0.005584239959716797,True
0,0.0,0.0,1.0,inf,0,0.004058837890625,True
0,0.0,0.0,1.0,inf,0,0.004002809524536133,True
0,0.0,0.0,1.0,inf,0,0.0050809383392333984,True
0,0.0,0.0,1.0,inf,0,0.005325794219970703,True
0,0.0,0.0,1.0,inf,0,0.004820346832275391,True
0,0.0,0.0,1.0,inf,0,0.005117893218994141,True
0,0.0,0.0,1.0,inf,0,0.0050966739654541016,True
0,0.0,0.0,1.0,inf,0,0.004996776580810547,True
0,0.0,0.0,1.0,inf,0,0.004999637603759766,True
0,0.0,0.0,1.0,inf,0,0.005362510681152344,True
0,0.0,0.0,1.0,inf,0,0.004757404327392578,True
0,0.0,0.0,1.0,inf,0,0.003998279571533203,True
0,0.0,0.0,1.0,inf,0,0.0050029754638671875,True
0,0.0,0.0,0.0,0.0,0,0.0,False
0,0.0,0.0,0.0,0.0,0,0.0,False
0,0.0,0.0,0.0,0.0,0,0.0,False
0,0.0,0.0,1.0,inf,0,0.007108926773071289,True
0,0.0,0.0,1.0,inf,0,0.006762266159057617,True
0,0.0,0.0,1.0,inf,0,0.006002187728881836,True
0,0.0,0.0,0.0,0.0,0,0.0,False
0,0.0,0.0,1.0,inf,0,0.00600433349609375,True
0,0.0,0.0,1.0,inf,0,0.006996631622314453,True
0,0.0,0.0,1.0,inf,0,0.006006479263305664,True
0,0.0,0.0,1.0,inf,0,0.006000995635986328,True
0,0.0,0.0,1.0,inf,0,0.006451606750488281,True
