l0_norm,l2_norm,linf_norm,ssim,psnr,query_count,attack_time,success
0,0.0,0.0,1.0,inf,0,0.0009982585906982422,True
0,0.0,0.0,1.0,inf,0,0.008440732955932617,True
0,0.0,0.0,1.0,inf,0,0.00751042366027832,True
0,0.0,0.0,1.0,inf,0,0.008641481399536133,True
0,0.0,0.0,1.0,inf,0,0.007148265838623047,True
0,0.0,0.0,1.0,inf,0,0.007384777069091797,True
0,0.0,0.0,1.0,inf,0,0.01427459716796875,True
0,0.0,0.0,1.0,inf,0,0.0070209503173828125,True
0,0.0,0.0,1.0,inf,0,0.006997108459472656,True
0,0.0,0.0,1.0,inf,0,0.008044004440307617,True
0,0.0,0.0,1.0,inf,0,0.007459878921508789,True
0,0.0,0.0,1.0,inf,0,0.0051898956298828125,True
